/* DATA DESCRIPTION:
Citation:	Bolliet, T et al. (2011): Planktonic and benthic foraminiferal stable isotopes, SSTs and thermocline temperature, coccoliths and benthic foraminiferal assemblages, and productivity reconstruction for sediment core MD06-3067. doi:10.1594/PANGAEA.770282, 
	In Supplement to: Bolliet, Timothé; Holbourn, Ann; Kuhnt, Wolfgang; Laj, Carlo E; Kissel, Catherine; Beaufort, Luc; Kienast, Markus; Andersen, Nils; Garbe-Schönberg, Carl-Dieter (2011): Mindanao Dome variability over the last 160 kyr: Episodic glacial cooling of the West Pacific Warm Pool. Paleoceanography, 26, PA1208, doi:10.1029/2010PA001966
Abstract:	We present sea surface, upper thermocline, and benthic d18O data, as well as temperature and paleoproductivity proxy data, from the International Marine Global Change Study Program (IMAGES) Core MD06-3067 (6°31'N, 126°30'E, 1575 m water depth), located in the western equatorial Pacific Ocean within the flow path of the Mindanao Current. Our records reveal considerable glacial-interglacial and suborbital variability in the Mindanao Dome upwelling over the last 160 kyr. Dome activity generally intensified during glacial intervals resulting in cooler thermocline waters, whereas it substantially declined during interglacials, in particular in the early Holocene and early marine oxygen isotope stage (MIS) 5e, when upwelling waters did not reach the thermocline. During MIS 3 and MIS 2, enhanced surface productivity together with remarkably low SST and low upper ocean thermal contrast provide evidence for episodic glacial upwelling to the surface, whereas transient surface warming marks periodic collapses of the Mindanao Dome upwelling during Heinrich events. We attribute the high variability during MIS 3 and MIS 2 to changes in the El Niño Southern Oscillation state that affected boreal winter monsoonal winds and upper ocean circulation. Glacial upwelling intensified when a strong cyclonic gyre became established, whereas El Niño-like conditions during Heinrich events tended to suppress the cyclonic circulation, reducing Ekman transport. Thus, our findings demonstrate that variations in the Mindanao Dome upwelling are closely linked to the position and intensity of the tropical convection and also reflect far-field influences from the high latitudes.
Project(s):	International Marine Global Change Study (IMAGES)
Coverage:	LATITUDE: 6.514330 * LONGITUDE: 126.497660
	DATE/TIME START: 2008-03-06T07:58:00 * DATE/TIME END: 2008-03-06T07:58:00
	MINIMUM DEPTH, sediment/rock: 0.1 m * MAXIMUM DEPTH, sediment/rock: 15.5 m
Event(s):	MD06-3067 * LATITUDE: 6.514330 * LONGITUDE: 126.497660 * DATE/TIME: 2008-03-06T07:58:00 * ELEVATION: -1575.0 m * Recovery: 13.63 m * LOCATION: Mindanao * CAMPAIGN: MD155 (IMAGES XIV - MARCO POLO 2) * BASIS: Marion Dufresne (URI: http://www.institut-polaire.fr/ipev/bases_et_navires/le_marion_dufresne) * DEVICE: Calypso Corer II (CALYPSO2) * COMMENT: core bent
Parameter(s):	DEPTH, sediment/rock [m] (Depth)
	AGE [ka BP] (Age)
	Foraminifera, benthic d18O [per mil PDB] (Foram bent d18O) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Mass spectrometer Finnigan MAT 251 * COMMENT: Planulina wuellerstorfi and/or Cibicidoides mundulus
	Globigerinoides ruber white, d18O [per mil PDB] (G. ruber w d18O) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Mass spectrometer Finnigan MAT 251
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Calculated from Mg/Ca (Anand et al., 2003) (URI: doi:10.1029/2002PA000846) * COMMENT: based on G. ruber
	Globigerinoides ruber white, Magnesium/Calcium ratio [mmol/mol] (G. ruber w Mg/Ca) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: ICP-OES, Inductively coupled plasma - optical emission spectrometry
	delta 18O, water [per mil SMOW] (d18O H2O) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Calculated (Bemis et al., 1998) (URI: doi:10.1029/98PA00070) * COMMENT: based on G. ruber
	delta 18O, water [per mil SMOW] (d18O H2O) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Calculated (Bemis et al., 1998) (URI: doi:10.1029/98PA00070) * COMMENT: based on G. ruber corrected from reconstructed sea level
	Temperature, calculated [°C] (T cal) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Calculated from Mg/Ca (Anand et al., 2003) (URI: doi:10.1029/2002PA000846) * COMMENT: thermocline water, based on P. obliquiloculata
	Pulleniatina obliquiloculata, Magnesium/Calcium ratio [mmol/mol] (P. obliqu. Mg/Ca) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: ICP-OES, Inductively coupled plasma - optical emission spectrometry
	Pulleniatina obliquiloculata, d18O [per mil PDB] (P. obliqu. d18O) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Mass spectrometer Finnigan MAT 251
	delta 18O, water [per mil SMOW] (d18O H2O) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Calculated (Bemis et al., 1998) (URI: doi:10.1029/98PA00070) * COMMENT: based on P. obliquiloculata
	delta 18O, water [per mil SMOW] (d18O H2O) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Calculated (Bemis et al., 1998) (URI: doi:10.1029/98PA00070) * COMMENT: based on P. obliquiloculata corrected from reconstructed sea level
	Globobulimina spp. [%] (Globobulimina spp.) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting >250 µm fraction * COMMENT: + ovoides
	Globocassidulina subglobosa [%] (G. subglobosa) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting >250 µm fraction
	Pyrgo spp. [%] (Pyrgo spp.) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting >250 µm fraction
	Loxostomina sp. [%] (Loxostomina sp.) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting >250 µm fraction
	Gephyrocapsa oceanica [%] (G. oceanica) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting, diatoms
	Gephyrocapsa muellerae [%] (G. muellerae) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting, diatoms
	Helicosphaera spp. [%] (Helicosphaera spp.) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting, diatoms
	Emiliania huxleyi [%] (E. huxleyi) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting, diatoms
	Florisphaera profunda [%] (F. profunda) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting, diatoms
	Gephyrocapsa ericsonii [%] (G. ericsonii) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Counting, diatoms
	Productivity of carbon [g/m**2/a] (Pnew) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: PP calculated (Beaufort et al., 1997) (URI: doi:10.1126/science.278.5342.1451)
	Temperature, difference [°C] (delta T) * PI: Bolliet, Timothé (eMail: tb@gpi.uni-kiel.de) * METHOD: Calculated * COMMENT: surface - thermocline waters
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	5952 data points
*/
Depth [m]	Age [ka BP]	Foram bent d18O [per mil PDB]	G. ruber w d18O [per mil PDB]	SST (1-12) [°C]	G. ruber w Mg/Ca [mmol/mol]	d18O H2O [per mil SMOW] (based on G. ruber)	d18O H2O [per mil SMOW] (based on G. ruber corrected f...)	T cal [°C]	P. obliqu. Mg/Ca [mmol/mol]	P. obliqu. d18O [per mil PDB]	d18O H2O [per mil SMOW] (based on P. obliquiloculata)	d18O H2O [per mil SMOW] (based on P. obliquiloculata c...)	Globobulimina spp. [%]	G. subglobosa [%]	Pyrgo spp. [%]	Loxostomina sp. [%]	G. oceanica [%]	G. muellerae [%]	Helicosphaera spp. [%]	E. huxleyi [%]	F. profunda [%]	G. ericsonii [%]	Pnew [g/m**2/a]	delta T [°C]
2.300	16.26	3.93	-1.44	26.43	4.10	0.90	-0.03	21.57	2.29	-0.35	0.97	0.04	2.2	30.7	10.8	23.3	8.1	6.1	0.6	29.2	39.6	16.3	162.4	4.86
2.310	16.30	3.93	-1.42	26.71	4.21	0.98	0.05																	
2.330	16.40		-1.37	26.39	4.09	0.96	0.02																	
2.350	16.50	3.84	-1.55	26.63	4.18	0.83	-0.11																	
2.370	16.59	4.06	-1.36	26.76	4.22	1.05	0.10																	
2.390	16.69	4.11	-1.20	27.30	4.44	1.32	0.37																	
2.400	16.74	3.93	-1.35	26.51	4.13	1.00	0.05	21.48	2.27	0.04	1.35	0.40	8.2	28.4	11.5	11.1	11.1	8.4	1.0	21.1	42.1	16.3	155.5	5.03
2.410	16.79	4.09	-1.38	26.49	4.12	0.97	0.01																	
2.430	16.88	4.06	-1.45	26.19	4.01	0.84	-0.13																	
2.450	16.98	4.02	-1.05	26.07	3.97	1.21	0.25																	
2.470	17.09	4.04	-1.23	26.39	4.09	1.10	0.13																	
2.490	17.20	4.05	-1.43	26.48	4.12	0.92	-0.06																	
2.500	17.25	4.14	-1.26	26.13	3.99	1.02	0.04	20.68	2.11	0.27	1.41	0.43	8.8	28.3	21.2	8.3	10.6	6.5	0.8	29.3	36.4	16.4	171.8	5.45
2.510	17.31	4.15	-1.18	26.16	4.00	1.10	0.12																	
2.530	17.42	4.22	-1.13	27.20	4.40	1.37	0.39																	
2.550	17.52	4.18	-1.26	26.92	4.29	1.18	0.19																	
2.570	17.63	4.15	-1.06	25.53	3.78	1.09	0.10																	
2.590	17.74	4.21	-1.33	25.30	3.70	0.77	-0.22																	
2.600	17.80	4.04	-1.17	26.31	4.06	1.15	0.15	21.38	2.25	0.13	1.41	0.41	6.4	27.7	11.9	10.2	10.3	6.9	1.2	32.0	35.2	14.4	175.6	4.92
2.610	17.86	4.11	-1.14																					
2.620	17.92			25.80	3.87																			
2.630	17.98	4.17	-1.35																					
2.640	18.04			26.50	4.12																			
2.650	18.11	4.17	-1.26																					
2.660	18.17			25.97	3.93																			
2.670	18.23		-1.30																					
2.680	18.29			26.19	4.01																			
2.690	18.35	3.86	-1.19																					
2.700	18.42	4.10	-0.96	26.44	4.10	1.38	0.36	21.71	2.31	-0.04	1.32	0.30	8.3	32.5	13.1	12.5	9.7	5.7	0.8	30.0	39.2	14.6	163.7	4.73
2.710	18.48	3.98	-1.08																					
2.715	18.51							21.27	2.22	0.04	1.31	0.29												4.92
2.720	18.54			26.19	4.01																			
2.730	18.60	4.03	-0.97																					
2.735	18.63							21.40	2.25	0.12	1.41	0.39												
2.740	18.66			25.55	3.79																			4.15
2.750	18.73	4.14	-1.16																					
2.755	18.76							23.91	2.82	-0.35	1.46	0.44												1.92
2.760	18.79			25.83	3.88																			
2.770	18.87	4.15	-1.13					23.77	2.79															
2.780	18.94			25.74	3.85																			
2.785	18.97			26.39	4.09			22.05	2.39	-0.28	1.15	0.12												4.34
2.790	19.01	4.14	-1.08																					
2.800	19.08	4.08	-1.20	26.54	4.14	1.16	0.13						3.6	19.3	16.9	12.0	7.6	6.7	0.9	27.7	42.4	14.7	154.7	
2.810	19.15	4.12	-0.98					22.23	2.43	-0.33	1.14	0.11												
2.815	19.19			26.49	4.13			22.81	2.55	-0.01	1.57	0.54												3.69
2.820	19.22			26.14	4.00																			
2.830	19.29	4.09	-1.16																					
2.835	19.33			26.83	4.26			23.86	2.81	-0.49	1.32	0.29												2.97
2.840	19.36			26.50	4.13																			
2.850	19.43	3.99	-1.13					20.27	2.03	0.15	1.20	0.17												
2.860	19.51			26.17	4.00																			
2.870	19.58	4.09	-1.16																					
2.875	19.72	4.03	-1.15	26.23	4.03	1.13	0.10	23.23	2.65	-0.23	1.44	0.41												2.99
2.900	19.79	4.13	-1.01	25.96	3.93	1.24	0.20			-0.05			8.6	18.5	14.0	7.0	10.5	7.4	1.0	23.9	41.9	15.3	155.9	
2.920	19.86	4.01	-1.10	25.05	3.62	0.95	-0.09	21.94	2.36	-0.08	1.33	0.29												3.11
2.940	20.03	4.02	-1.03	25.28	3.70	1.07	0.04	20.54	2.08	-0.06	1.05	0.01												4.74
2.960	20.19	4.07	-1.09	24.71	3.51	0.89	-0.14	19.84	1.96	0.13	1.09	0.06												4.86
2.970	20.36	4.03																						
2.980	20.52	4.01	-1.10	23.82	3.24	0.70	-0.34			0.00														
3.000	20.60	3.98	-0.78														7.2	4.7	0.7	46.7	26.3	14.4	207.9	
3.010	20.69	4.06																						
3.020	20.77		-1.25	24.96	3.59	0.78	-0.25			0.20														
3.030	20.85	4.03																						
3.040	20.93		-1.40	24.57	3.47	0.56	-0.47			-0.03														
3.060	21.19	3.97	-1.07	25.24	3.68	1.02	0.00																	
3.080	21.38	4.02	-1.15	24.69	3.51	0.83	-0.19	20.20	2.02	0.13	1.17	0.14												4.49
3.100	21.47	4.14	-1.06	25.16	3.66	1.01	-0.01	21.38	2.25	0.07	1.36	0.34					5.9	4.3	0.5	48.8	27.1	13.5	204.6	
3.100	21.47	3.90																						
3.120	21.67		-1.27	24.55	3.46	0.68	-0.34	20.91	2.15	0.07	1.26	0.24												3.64
3.130	21.76	3.89		25.20	3.67																			
3.140	21.86		-1.25	25.44	3.75	0.88	-0.14	19.45	1.89	0.24	1.13	0.11												5.99
3.150	21.95	3.94		25.83	3.89			20.02	1.99	-0.18	0.83	-0.19												5.82
3.161	22.05	3.98	-1.22	25.05	3.62	0.83	-0.18			0.17														
3.180	22.24		-0.97	25.41	3.74	1.16	0.15	20.10	2.00	-0.25	0.77	-0.24												5.31
3.190	22.34	4.04																						
3.200	22.43	4.10	-1.06	25.82	3.88	1.15	0.14			0.25			5.0	29.0	8.6	12.7	9.0	3.8	0.5	44.2	31.3	11.2	188.5	
3.210	22.53	4.12		25.88	3.90																			
3.215	22.58							20.98	2.17	0.01	1.22	0.21												4.51
3.220	22.62	4.13	-1.26	25.49	3.77	0.89	-0.12																	
3.240	22.85	4.05	-1.36	24.57	3.47	0.59	-0.41	21.34	2.24	0.05	1.33	0.33												3.23
3.260	23.08	3.92	-1.14	26.48	4.12	1.21	0.21	21.99	2.37	0.10	1.51	0.51												4.49
3.280	23.30	4.11	-1.07	25.79	3.87	1.14	0.14	20.55	2.09	0.40	1.52	0.52												5.23
3.300	23.53	4.00	-1.25	25.40	3.74	0.88	-0.12	22.57	2.50	0.06	1.59	0.60	5.8	28.0	6.6	9.3	7.8	4.1	0.5	38.0	37.8	11.7	167.6	2.84
3.310	23.64	4.06																						
3.320	23.75	4.08	-1.21	25.32	3.71	0.90	-0.09	22.65	2.52	-0.28	1.28	0.29												2.66
3.340	23.98	4.09	-1.13	24.44	3.43	0.79	-0.19	19.41	1.88	0.33	1.21	0.23												5.03
3.360	24.20	4.15	-1.14	24.54	3.46	0.80	-0.17	21.12	2.20	-0.04	1.19	0.22												3.42
3.380	24.44	4.04	-1.26	24.68	3.50	0.72	-0.25	20.13	2.01	0.02	1.04	0.08												4.54
3.400	24.71	3.95	-1.18	25.14	3.65	0.89	-0.07	21.25	2.22	-0.05	1.21	0.26	9.3	22.7	6.2	12.9	6.9	3.7	0.5	39.7	34.8	14.4	176.9	3.89
3.420	24.98	4.03	-1.25	24.06	3.31	0.59	-0.35	23.04	2.61	0.03	1.67	0.72												
3.440	25.24	4.10	-1.23	24.72	3.51	0.75	-0.18	18.55	1.74															6.17
3.460	25.51		-1.36	24.49	3.44	0.57	-0.35	19.45	1.89	0.26	1.14	0.21												5.04
3.480	25.78		-1.50	24.76	3.53	0.49	-0.42	19.36	1.87	0.12	0.99	0.07												5.40
3.500	26.05	4.07	-1.31	24.88	3.57	0.71	-0.19	21.62	2.30	0.12	1.46	0.56	6.8	15.6	14.3	10.2	5.6	3.6	0.5	40.2	36.3	13.8	172.2	
3.510	26.18	4.08																						
3.521	26.45	3.98	-1.32	24.31	3.39	0.57	-0.31	19.46	1.89															4.85
3.540	26.65	3.61	-1.51	24.60	3.48	0.45	-0.43	20.63	2.10															3.97
3.560	27.04	3.93	-1.17	25.01	3.61	0.87	0.02	20.29	2.04															
3.580	27.42		-1.18	25.08	3.63	0.88	0.04	19.72	1.93															5.36
3.600	27.81	4.04	-1.33	26.86	4.26	1.10	0.28	22.02	2.38	0.05	1.46	0.65	5.9	13.4	13.4	11.8	8.0	4.1	0.8	36.4	34.6	16.1	177.5	4.84
3.610	28.01	4.00																						
3.620	28.20		-1.46	25.93	3.92	0.78	-0.02	22.24	2.43	-0.13	1.34	0.54												3.69
3.640	28.59	3.75	-1.37	26.46	4.11	0.97	0.20																	
3.660	28.98	3.83	-1.33	27.45	4.50	1.22	0.46	20.82	2.14	0.14	1.31	0.55												6.63
3.700	29.65	3.95	-1.40	25.67	3.83	0.78	0.06	21.49	2.27	-0.05	1.26	0.54	4.7	21.5	10.3	15.9	8.1	4.5	0.6	39.8	32.0	15.0	186.3	4.17
3.720	29.90	3.92	-1.35	25.92	3.92	0.89	0.18	19.52	1.90	-0.30	0.60	-0.10												6.40
3.740	30.14	3.87	-1.34	25.22	3.68	0.74	0.04	20.91	2.15	-0.02	1.17	0.47												4.31
3.760	30.39	3.63	-1.53	26.51	4.13	0.82	0.13			-0.21														
3.780	30.63	3.82	-1.44							0.33														
3.800	30.88	3.84	-1.44	25.97	3.93	0.80	0.12	21.17	2.20	0.16	1.41	0.72	2.5	20.2	17.2	14.1	7.8	4.4	0.6	34.6	39.3	13.2	163.1	4.80
3.820	31.12	3.92	-1.38					22.40	2.46	0.07	1.57	0.89												
3.842	31.37	3.85	-1.44	25.38	3.73	0.68	0.00			-0.06														
3.860	31.56	3.88						21.03	2.18	-0.80	0.41	-0.26												
3.880	31.76	3.74	-1.34	25.18	3.66	0.74	0.06	21.82	2.34	-0.70	0.67	0.00												3.36
3.900	31.95	4.09	-1.26	24.77	3.53	0.74	0.06	21.21	2.21	0.01	1.27	0.59	12.0	26.3	7.8	10.8	8.0	4.0	0.7	37.6	35.1	14.6	176.0	3.55
3.920	32.14	3.97	-1.18	25.54	3.78	0.97	0.30			0.21														
3.940	32.34	3.88	-1.11	25.75	3.86	1.09	0.42			-0.06														
3.960	32.53	3.84	-1.15	25.01	3.61	0.90	0.22	19.86	1.96	0.17	1.14	0.47												5.14
3.980	32.72	3.77	-1.24	27.09	4.35	1.23	0.56			-0.40														
4.000	32.91	3.79	-1.21	25.76	3.86	0.99	0.32	20.98	2.17	-0.01	1.20	0.53	12.8	17.8	11.1	11.7	7.2	4.8	0.7	37.3	35.4	14.4	174.9	
4.010	32.99	3.93	-1.21	25.74	3.85	0.98	0.31	20.93	2.16	-0.15	1.05	0.38												4.81
4.030	33.15	3.96	-1.38	25.80	3.88	0.83	0.16	22.15	2.41	-0.28	1.16	0.49												3.66
4.050	33.31	3.88	-1.46	26.35	4.07	0.86	0.19	20.86	2.14	0.03	1.21	0.54												5.50
4.070	33.47	3.86	-1.12					20.86	2.14	-0.11	1.07	0.40												
4.090	33.63	3.90	-1.22	26.01	3.95	1.03	0.36	20.47	2.07	-0.19	0.91	0.24												5.54
4.100	33.71	3.91	-1.36	25.65	3.83	0.81	0.14	20.54	2.08	-0.14	0.97	0.30	16.3	16.7	18.5	9.1	9.4	5.2	0.9	26.2	45.5	12.9	146.7	5.11
4.110	33.79	3.98	-1.51	25.60	3.81	0.65	-0.02	20.18	2.02	-0.09	0.95	0.28												5.42
4.130	33.95	3.87	-1.31	26.13	3.99	0.96	0.29	20.17	2.02	-0.19	0.85	0.17												5.96
4.150	34.11	3.83	-1.23	26.34	4.07	1.09	0.41	19.46	1.89	0.01	0.90	0.22												6.88
4.170	34.25	3.85	-1.44	25.41	3.75	0.69	0.01	20.54	2.08	-0.33	0.78	0.11												4.87
4.190	34.38	3.74	-1.42	25.56	3.79	0.74	0.06			-0.45														
4.201	34.45		-1.35	25.79	3.88	0.86	0.18	20.62	2.10	-0.16	0.97	0.29	13.4	16.3	17.5	9.8	7.0	4.8	1.0	28.0	46.2	13.0	145.1	5.17
4.209	34.51	3.62	-1.39	25.22	3.68	0.70	0.02	21.54	2.28	-0.97	0.35	-0.33												3.69
4.230	34.65	3.81	-1.26	25.04	3.62	0.79	0.11	19.51	1.90	-0.33	0.56	-0.12												5.54
4.250	34.78	3.87	-1.40	25.96	3.93	0.84	0.16	19.77	1.94	-0.30	0.65	-0.03												6.19
4.270	34.91	3.89	-1.59	26.02	3.95	0.67	-0.01	19.99	1.98	-0.39	0.61	-0.07												6.03
4.290	35.05	3.72		26.20	4.02			21.96	2.37	-0.48	0.93	0.25												4.24
4.299	35.11	3.79	-1.25	26.33		1.07	0.39	19.98	1.98	-0.01	0.98	0.31	13.9	21.2	13.2	8.0	11.1	5.3	0.8	36.7	33.2	13.1	182.3	6.35
4.312	35.18		-1.30	25.84	3.89	0.91	0.24	20.33	2.05	-0.43	0.64	-0.04												5.51
4.330	35.29	3.77	-1.61	27.06	4.34	0.86	0.19	22.02	2.38	-0.34	1.08	0.41												5.04
4.350	35.40	4.00	-1.46					22.74	2.54	-0.43														
4.370	35.51	3.72	-1.33	26.21		0.96	0.29	20.05	1.99	-0.37	0.64	-0.04												6.16
4.390	35.63	3.77	-1.41	25.83	3.88	0.80	0.13	22.72	2.54	-0.29	1.27	0.60												3.11
4.400	35.68	3.80	-1.50	26.03	3.96	0.76	0.09	20.75	2.13	-0.31	0.84	0.17					10.2	5.1	0.9	31.6	38.5	13.8	165.6	5.28
4.410	35.74	3.83																						
4.430	35.85	3.74																						
4.450	35.96	3.63																						
4.469	36.07	3.66																						
4.489	36.18	3.66																						
4.500	36.24	3.65	-1.43	26.52	4.14	0.92	0.26	22.19	2.42	-0.19	1.26	0.60					9.0	5.5	1.0	24.4	42.5	17.5	154.5	4.33
4.509	36.29	3.76	-1.65	26.81	4.24	0.77	0.10	23.47	2.71	-0.58	1.14	0.48												3.35
4.530	36.40	3.75	-1.43	26.14	4.00	0.85	0.19	20.58	2.09	-0.52	0.60	-0.06												5.56
4.550	36.51	3.60	-1.48	26.76	4.23	0.93	0.27	20.65	2.10	-0.38	0.75	0.09												6.12
4.570	36.62	3.74	-1.44	27.97	4.71	1.22	0.57	20.68	2.11	-0.38	0.76	0.11												7.28
4.590	36.73	3.71	-1.70	28.05	4.75	0.98	0.33	21.16	2.20	-0.27	0.97	0.32												6.89
4.600	36.79	3.73	-1.56	26.31	4.06	0.76	0.11	20.60	2.09	-0.33	0.79	0.14	6.3	28.3	15.2	10.6	9.0	7.1	0.6	23.8	43.8	15.6	151.0	5.71
4.609	36.84	3.71	-1.72	27.09	4.35	0.75	0.11	21.29	2.23	-0.43	0.84	0.20												5.80
4.630	36.96	3.71	-1.57	25.99	3.94	0.68	0.04	21.20	2.21	-0.50	0.75	0.11												4.78
4.650	37.08	3.62	-1.37					21.35	2.24	-0.27	1.01	0.38												
4.670	37.20	3.78	-1.81	28.22	4.82	0.90	0.28	22.42	2.47	-0.53	0.98	0.36												5.80
4.690	37.32	3.59	-1.57	27.78	4.66	1.05	0.44	22.96	2.59	-0.46	1.16	0.54												4.82
4.700	37.38	3.65	-1.68	26.17	4.01	0.61	0.00	21.78	2.33	-0.32	1.05	0.44	2.4	42.6	10.6	7.6	7.3	7.1	0.9	25.2	45.4	14.1	146.9	4.39
4.710	37.44	3.58		27.01	4.32			21.30	2.23	-0.21	1.06	0.45												5.71
4.730	37.56	3.54		26.69	4.20			21.92	2.36	-0.48	0.92	0.32												4.77
4.749	37.68	3.55		27.88	4.67			22.73	2.54	-0.30	1.27	0.67												5.15
4.770	37.81	3.56	-1.46	27.71	4.61	1.15	0.56			-0.98														
4.790	37.97	3.58		26.43	4.10			22.11	2.40	-0.46	0.98	0.41												4.32
4.800	38.05	3.67	-1.49	26.07	3.97	0.77	0.20	20.46	2.07	-0.09	1.00	0.43	2.0	32.0	21.5	6.6	7.4	7.4	1.2	26.7	40.2	17.1	160.6	5.61
4.810	38.14	3.46		27.39	4.47			22.17	2.41	-0.34	1.12	0.55												5.23
4.830	38.31	3.64		27.74	4.61			21.90	2.35	-0.12	1.28	0.72												5.84
4.850	38.48	3.54		28.09	4.76			22.53	2.49	-0.30	1.22	0.67												5.57
4.870	38.65	3.55	-1.35	28.52	4.95	1.42	0.87	23.90	2.82	-0.58	1.23	0.68												4.62
4.890	38.82	3.76		28.04	4.74			20.44	2.06	-0.41	0.68	0.13												7.60
4.901	38.91	3.65	-1.43	27.05	4.33	1.04	0.49	20.38	2.06	-0.07	1.00	0.45	1.8	55.2	6.1	10.8	6.8	6.1	0.6	32.5	42.2	11.7	155.1	6.67
4.910	38.99	3.63	-1.73	27.15	4.38	0.76	0.21			-0.69														
4.930	39.16	3.63	-1.51	26.70	4.20	0.88	0.33	21.99	2.37	-0.34	1.07	0.53												4.71
4.950	39.34	3.79	-1.58	27.63	4.57	1.01	0.47	21.31	2.23	0.00	1.27	0.73												6.32
4.970	39.52	3.86	-1.57	26.04	3.96	0.68	0.15	21.80	2.33	-0.40	0.97	0.43												4.24
4.980	39.61		-1.66	27.42	4.48	0.88	0.35																	
4.990	39.70	3.67	-1.69							-0.44														
5.000	39.79	3.80	-1.37	25.74	3.86	0.82	0.29	21.73	2.32	-0.34	1.01	0.48	1.4	32.4	13.8	13.8	7.0	4.7	0.7	40.1	34.1	13.4	179.1	4.02
5.010	39.88	3.73	-1.40	26.46	4.12	0.95	0.41	20.29	2.04	-0.04	1.02	0.49												6.17
5.020	39.97		-1.47	26.24	4.03	0.83	0.29																	
5.030	40.06	3.77	-1.78	25.98	3.94	0.46	-0.08	20.91	2.15	-0.63	0.56	0.02												5.07
5.050	40.24	3.69	-1.62	27.11	4.36	0.86	0.31	22.08	2.39	-0.40	1.03	0.48												5.03
5.070	40.42	3.72	-1.63	25.19	3.67	0.45	-0.10	20.37	2.05	-0.45	0.63	0.08												4.82
5.090	40.60	3.78	-1.60	26.41	4.09	0.73	0.17	20.76	2.12	-0.23	0.92	0.36												5.65
5.100	40.69	3.80	-1.44	25.75	3.86	0.75	0.19	20.63	2.10	-0.14	0.99	0.43	3.1	41.5	9.0	9.0	6.2	4.1	0.9	37.6	38.0	13.2	167.0	5.12
5.110	40.78	3.70	-1.62	27.50	4.51	0.94	0.38	21.84	2.34	-0.37	1.01	0.45												5.66
5.130	40.96	3.53	-1.51	25.90	3.91	0.72	0.15	19.88	1.96	-0.08	0.90	0.33												6.02
5.150	41.14	3.75	-1.52							-0.38														
5.170	41.32	3.58	-1.80							-0.95														
5.191	41.50	3.72	-1.51							-0.26														
5.200	41.58	3.72	-1.39	25.99	3.94	0.86	0.27			-0.30			1.8	27.8	15.0	8.5	6.0	3.7	0.4	54.7	25.7	9.6	210.4	
5.210	41.67	3.61	-1.50					21.07	2.18	-0.55	0.67	0.08												
5.230	41.85	3.71	-1.53	25.33	3.71	0.58	-0.02			-0.34														
5.250	42.03	3.64	-1.68	25.90	3.91	0.55	-0.05	20.89	2.15	-0.28	0.90	0.30												5.01
5.270	42.21	3.65	-1.97	27.21	4.40	0.53	-0.08	22.63	2.52	-0.30	1.24	0.64												4.57
5.290	42.39	3.66	-1.72					20.50	2.08	-0.30	0.80	0.19												
5.300	42.48	3.71	-1.49	25.97	3.94	0.76	0.14	21.80	2.34	-0.25	1.13	0.51	3.7	33.8	15.5	13.5	5.9	4.6	0.6	43.3	35.2	10.5	175.7	4.17
5.310	42.57	3.64	-1.60	25.88	3.90	0.62	0.00			-0.66														
5.320	42.66		-1.23	25.33	3.71	0.88	0.26																	
5.330	42.75	3.66	-1.42	27.29	4.43	1.10	0.48	22.42	2.47	-0.31	1.20	0.58												4.87
5.350	42.93	3.71	-1.50	26.16	4.00	0.78	0.16	21.11	2.19	-0.29	0.94	0.31												5.05
